from_lat,from_lon,to_lat,to_lon,duration_min
59.386,18.1058,59.3411,18.116,13.596666666666666
59.3411,18.1177,59.3581,18.1048,5.333333333333333
59.3548,17.9731,59.3586,17.9973,4.068333333333333
59.383,17.8981,59.3631,17.8708,7.46
59.3384,17.938,59.3824,17.9,12.841666666666667
59.3384,17.938,59.3609,17.9726,9.375
59.3576,18.1024,59.341,18.1153,5.696666666666667
59.3614,17.9734,59.3949,17.9035,12.315
59.3428,18.0502,59.3803,17.9772,13.013333333333332
59.3633,17.8706,59.3653,17.8624,1.0633333333333332
59.1725,18.1692,59.1768,18.1626,1.71
59.3384,17.9379,59.3823,17.9001,12.801666666666668
59.3339,18.0646,59.3792,17.9782,14.523333333333333
59.3411,18.1177,59.3526,18.1083,3.9699999999999998
59.353,18.0309,59.3336,18.0505,5.37
59.3489,18.012,59.3793,17.9777,12.448333333333332
59.3411,18.1177,59.3497,18.1055,3.146666666666667
59.3486,18.0127,59.3224,17.9961,4.506666666666666
59.3938,17.8766,59.4037,17.9424,12.21
59.429,17.9484,59.3785,18.0125,10.758333333333333
59.3584,17.9983,59.3606,17.9757,3.7016666666666667
59.2002,17.8346,59.2654,17.9013,12.101666666666667
59.244,18.0932,59.1602,18.1111,14.688333333333333
59.3498,18.0263,59.3416,18.1148,11.253333333333334
59.3403,18.0916,59.347,18.1112,5.011666666666667
59.3422,18.115,59.3574,18.1036,4.430000000000001
59.3634,17.8716,59.389,17.8881,7.63
59.3383,17.9378,59.3583,17.998,8.978333333333333
59.2443,18.2295,59.2469,18.2443,5.325
59.3424,17.8774,59.3378,17.9356,7.986666666666666
59.4868,18.2773,59.4789,18.3022,3.6566666666666667
59.3759,17.9698,59.4048,17.9673,9.826666666666666
59.3895,18.0016,59.4303,17.9475,9.991666666666667
59.333,17.9806,59.3713,17.8619,15.093333333333334
59.2654,18.0672,59.26,18.0707,2.0283333333333333
59.3529,18.0325,59.3791,18.0142,4.738333333333333
59.1508,18.1112,59.1673,18.1379,8.093333333333334
59.429,17.9484,59.3887,17.8811,15.09
59.3584,17.9982,59.3828,17.899,14.588333333333333
59.1669,18.1363,59.1684,18.1495,2.603333333333333
59.3636,17.8716,59.4118,17.8976,10.401666666666667
59.4449,17.9549,59.4554,17.9585,3.3016666666666667
59.3829,17.8991,59.3798,17.9801,8.455
59.1911,17.6259,59.1852,17.5865,6.125
59.3139,18.1039,59.3196,18.079,3.1983333333333333
59.3898,17.8868,59.4077,17.8931,6.931666666666667
59.3586,17.998,59.362,17.9807,2.895
59.4449,17.9549,59.4306,17.9482,4.760000000000001
59.3477,18.011,59.3501,18.0485,8.92
59.429,17.9484,59.3895,17.888,16.305
59.343,18.0479,59.3585,17.9988,8.596666666666666
59.3633,17.8716,59.3823,17.8998,7.569999999999999
59.4291,17.9484,59.3667,17.86,17.09
59.3615,17.9734,59.3674,17.9658,2.621666666666667
59.3803,17.977,59.3525,18.0303,7.595
59.3384,17.9379,59.3594,17.8754,8.251666666666667
59.1822,17.5999,59.2102,17.5849,11.433333333333334
59.528,18.0986,59.5335,18.0794,2.5716666666666668
59.1939,17.6066,59.1849,17.5878,4.4783333333333335
