from_lat,from_lon,to_lat,to_lon,duration_min
59.6289,17.8605,59.6289,17.8779,3.6616666666666666
59.394,17.8762,59.3824,17.9003,4.9399999999999995
59.3827,17.8981,59.3539,17.9154,7.723333333333333
59.2769,17.9092,59.1999,17.8344,15.566666666666666
59.4097,17.9623,59.3586,17.9986,12.168333333333333
59.3611,17.9469,59.3796,17.9565,6.098333333333333
59.3902,18.0426,59.3836,18.0095,5.611666666666666
59.3083,18.0895,59.341,18.1154,17.425
59.2612,18.1861,59.2816,18.0911,10.155
59.3862,18.1058,59.3577,18.1023,9.49
59.4375,17.9301,59.4301,17.9426,3.146666666666667
59.3757,17.9703,59.3791,17.9872,2.8316666666666666
59.3516,18.2198,59.3452,18.1945,2.768333333333333
59.3631,17.9038,59.3474,17.9274,4.489999999999999
59.3611,17.947,59.3557,17.9712,4.681666666666667
59.3731,18.1973,59.3604,18.11,8.101666666666667
58.9854,17.9033,59.2708,18.0948,33.05
59.353,18.0317,59.3391,18.0969,8.403333333333332
59.379,17.9785,59.3757,17.9703,3.5016666666666665
59.1742,18.1685,59.2376,18.1227,7.863333333333333
59.2765,18.1333,59.2967,18.0836,9.78
59.3631,17.9038,59.3383,17.9369,7.501666666666667
59.3655,18.0544,59.3379,18.0742,7.031666666666666
59.3533,18.0322,59.3586,17.9978,5.488333333333333
59.4601,17.9002,59.4596,17.9236,2.5733333333333333
59.3862,18.1057,59.3575,18.103,9.593333333333334
59.3902,17.8758,59.3918,17.8183,9.485000000000001
59.4375,17.9301,59.4301,17.9472,3.4650000000000003
59.3755,17.9402,59.3609,17.9727,7.258333333333334
59.2472,18.2459,59.3037,18.1149,18.39333333333333
59.1687,18.1995,59.2974,18.0818,21.288333333333334
59.3907,18.0424,59.3343,18.0647,11.941666666666666
59.3631,17.9038,59.3679,17.9009,1.1333333333333333
59.2369,18.2975,59.2971,18.0818,21.708333333333332
59.3611,17.9471,59.3614,17.9736,5.64
59.2517,18.1756,59.2529,18.1631,1.9916666666666667
59.3634,17.8717,59.4302,17.9475,17.921666666666667
59.3729,18.1969,59.3577,18.1023,9.225
59.4375,17.9301,59.3655,17.9573,14.205
59.353,18.0317,59.3493,18.095,7.145
59.3086,18.0885,59.3572,18.1051,16.543333333333333
59.3917,17.8184,59.3634,17.8713,9.786666666666667
59.3828,17.9453,59.3796,17.9565,1.3716666666666666
59.3829,17.899,59.3634,17.8707,7.485
59.3515,18.1505,59.3711,18.2045,8.623333333333333
59.383,17.8985,59.3891,17.8884,4.385000000000001
59.363,17.9038,59.3824,17.9003,4.9350000000000005
59.3576,18.1026,59.3422,18.1152,4.941666666666666
59.4375,17.9301,59.4584,17.9239,3.646666666666667
59.3611,17.947,59.3609,17.9726,4.871666666666667
59.3899,18.0426,59.3585,17.9988,10.901666666666667
59.4601,17.9002,59.3656,18.0214,16.416666666666668
59.2426,18.2237,59.2958,18.0839,15.338333333333333
59.3863,18.1056,59.3577,18.1023,9.548333333333334
59.383,17.8988,59.3767,17.9102,2.1633333333333336
59.184,17.9147,59.1838,17.9272,2.5883333333333334
59.3614,17.9734,59.346,18.0332,7.901666666666667
59.3631,17.9038,59.3824,17.9003,4.916666666666667
59.4374,17.9301,59.444,17.9263,1.2083333333333333
59.321,18.0738,59.353,18.0325,10.713333333333333
59.3937,17.8767,59.3822,17.9002,4.88
59.3825,17.8997,59.3998,17.8842,5.48
59.3429,18.0504,59.3403,18.0589,1.6683333333333332
59.1704,18.1499,59.2305,18.1247,8.365
59.3631,17.9038,59.3377,17.9355,7.2733333333333325
59.3636,17.8714,59.4303,17.9477,17.933333333333334
59.3533,18.0316,59.3423,18.0571,4.21
59.3897,18.0426,59.3422,18.0479,10.008333333333333
59.3614,17.9735,59.3553,17.9713,2.75
59.3763,17.9112,59.3822,17.9006,1.7666666666666666
59.46,17.9002,59.4299,17.9481,9.048333333333334
59.3634,17.8716,59.3378,17.9358,9.461666666666668
59.3631,17.9039,59.3378,17.9356,7.29
59.3633,17.8715,59.3399,17.9382,8.115
59.2444,18.2294,59.297,18.0817,15.8
59.3581,18.1044,59.3475,18.1102,3.2616666666666663
59.4375,17.9301,59.4589,17.9239,3.73
59.3939,17.8765,59.3822,17.9003,4.948333333333333
59.39,18.0425,59.3583,17.9982,10.075
59.6288,17.8606,59.6284,17.8775,4.335
59.2681,17.912,59.2714,17.9207,1.6900000000000002
59.3614,17.9734,59.3788,17.9779,7.928333333333333
59.3584,17.9981,59.3525,18.03,5.406666666666666
59.4523,17.829,59.4493,17.8402,1.215
59.3145,18.2288,59.3194,18.0798,12.07
59.4483,18.0862,59.4435,18.0718,2.896666666666667
59.4593,17.9004,59.4572,17.9234,3.128333333333333
59.3826,17.8996,59.3766,17.9103,1.845
59.3634,17.8715,59.4144,17.9041,12.156666666666666
59.4375,17.9301,59.4304,17.9475,3.4949999999999997
59.3422,17.8777,59.3377,17.9353,7.878333333333333
59.3862,18.1057,59.3574,18.1019,9.121666666666666
59.3899,18.0426,59.3606,17.9749,12.476666666666667
59.2612,18.186,59.2973,18.082,12.851666666666667
59.3428,18.0501,59.3357,18.0632,2.9383333333333335
59.3383,17.9378,59.3824,17.9,12.806666666666667
59.2976,18.0818,59.2515,18.1068,8.963333333333333
59.3897,18.0426,59.3339,18.0646,11.061666666666667
59.3729,18.1969,59.3575,18.1021,8.858333333333333
59.3328,17.9806,59.3822,17.9004,13.565
59.3634,17.8716,59.3823,17.9006,7.783333333333333
59.3631,17.8711,59.3379,17.9359,9.595
59.31,18.0563,59.2984,18.0851,4.7
59.4375,17.9301,59.4298,17.9475,4.136666666666667
59.2271,18.2604,59.2972,18.0818,20.759999999999998
59.4601,17.9002,59.43,17.9473,9.001666666666667
59.1726,18.1693,59.2974,18.0818,17.451666666666664
59.1514,18.111,59.2893,17.9652,30.303333333333335
59.3939,17.8764,59.3823,17.9003,4.9399999999999995
59.3825,17.8999,59.3895,17.8879,4.621666666666667
59.3453,18.073,59.3529,18.054,2.77
59.3736,18.1402,59.371,18.128,3.25
59.4597,17.9003,59.459,17.9237,2.591666666666667
59.3862,18.1057,59.371,18.1293,5.9766666666666675
59.3631,17.871,59.3793,17.8666,3.4133333333333336
59.4293,17.948,59.3912,17.9931,9.05
59.3583,17.9982,59.3525,18.0301,5.4366666666666665
59.3528,18.0321,59.3499,18.045,4.441666666666666
59.371,18.0167,59.3757,17.9702,7.866666666666666
59.3586,17.9981,59.3796,18.0094,6.895
59.4601,17.9002,59.4572,17.9234,3.2983333333333333
59.7436,18.3694,59.7491,18.3805,3.3916666666666666
59.3634,17.8712,59.3862,17.8677,4.528333333333333
59.3805,17.9997,59.3796,18.0268,3.7733333333333334
59.3381,17.9374,59.3895,17.888,15.418333333333333
59.3208,17.9887,59.3525,18.0302,10.566666666666666
59.3586,17.9982,59.3605,17.9755,3.7216666666666667
59.4293,17.948,59.3605,17.9754,18.07
59.2612,18.1115,59.2865,18.0889,4.191666666666666
59.3574,18.102,59.3431,18.1168,4.19
59.3528,18.032,59.3499,18.0458,4.546666666666667
59.3529,18.0315,59.3758,17.9704,10.118333333333334
59.357,17.8754,59.3378,17.9359,7.008333333333334
59.3631,17.9038,59.3815,18.0073,12.879999999999999
59.3381,17.9374,59.3823,17.9001,12.701666666666666
59.3729,18.1969,59.3574,18.102,8.846666666666666
59.3938,17.8765,59.3878,17.8742,2.44
59.4601,17.9002,59.4573,17.9234,3.3633333333333337
59.2707,18.2975,59.2789,18.3127,3.775
59.1734,18.1643,59.2877,18.0884,14.621666666666666
59.2444,18.2296,59.2491,18.2398,3.1
59.3489,18.0121,59.3538,18.0016,2.1966666666666668
59.3384,17.938,59.3594,17.8752,8.246666666666666
59.3635,17.8716,59.3899,17.8797,6.33
59.4291,17.9484,59.3649,17.965,17.073333333333334
59.2517,18.1737,59.2531,18.1635,1.4549999999999998
59.333,17.9805,59.3801,17.9523,15.026666666666667
59.249,18.2158,59.2464,18.1793,1.9849999999999999
59.2517,18.1738,59.2532,18.163,1.3616666666666668
59.1726,18.1692,59.2477,18.1009,10.208333333333334
59.3377,17.9355,59.3726,17.8997,9.225
59.1763,18.1657,59.1688,18.1987,5.038333333333333
59.2644,18.1408,59.2626,18.1325,1.2349999999999999
59.4291,17.9484,59.3896,17.8864,16.163333333333334
59.3528,18.0321,59.3501,18.0484,4.925
59.2894,17.9311,59.2848,17.925,0.9083333333333333
59.4595,17.9004,59.3942,17.9862,12.473333333333333
59.4759,17.9139,59.4303,17.9477,8.725
59.3473,18.0124,59.3461,18.0686,7.281666666666666
59.2518,18.174,59.2529,18.1631,1.5183333333333333
59.3654,18.0539,59.3422,18.0479,6.866666666666666
59.1703,18.1487,59.2984,18.0843,17.916666666666668
59.3897,17.8867,59.429,17.9484,15.941666666666666
59.3241,18.2505,59.3196,18.0784,14.286666666666667
59.3654,18.0539,59.3909,18.0421,5.235
59.2652,18.0664,59.2744,18.0438,3.421666666666667
59.3633,17.8715,59.3823,17.9006,7.8133333333333335
59.3826,17.8996,59.3897,17.8182,11.063333333333333
59.3635,17.8718,59.3909,17.8821,6.736666666666666
59.3355,18.1,59.3501,18.0484,10.193333333333333
59.4487,18.091,59.4586,18.1391,6.958333333333333
59.4292,17.9481,59.4188,17.9598,4.071666666666667
59.3587,17.9982,59.3379,17.9361,8.743333333333334
59.3826,17.8997,59.3739,17.8691,5.2316666666666665
59.3532,18.0319,59.3459,18.0398,2.695
59.3633,17.8716,59.3377,17.9356,9.445
59.3587,17.9982,59.3706,17.9619,5.864999999999999
59.3143,18.2296,59.322,18.2556,3.1416666666666666
59.3633,17.8716,59.3698,17.8683,1.8133333333333332
59.1712,18.1481,59.1983,18.1237,5.958333333333333
59.1687,18.1995,59.2973,18.0866,20.823333333333334
59.3574,18.1029,59.3409,18.1165,5.416666666666667
59.3428,18.0503,59.3529,18.0322,6.653333333333333
59.2473,18.2458,59.2496,18.2361,2.478333333333333
59.3635,17.8715,59.3715,17.8644,2.2733333333333334
59.5122,17.9432,59.5145,17.9171,3.67
59.4514,17.8297,59.4779,17.7506,9.006666666666666
59.3384,17.9379,59.3585,17.9989,9.806666666666667
59.1701,18.1499,59.1805,18.1558,3.683333333333333
59.3828,17.899,59.3492,17.9568,8.69
59.1828,17.6026,59.1832,17.6277,2.7783333333333333
